Instancias\Testes\Evolutivo Instancia-Ins1-Pr0.050000-Pm0.050000-Ger250-Pop250-Iter100;;;;;;;;
Iteracao;Probbilidade de mutacao;Probabilidade de crossover;Tamanho da populacao;Maximo Geracoes;Solucao;MBF;Percentagem de Invalidos;Melhor
0;0.050000;0.050000;250;250;1 2 4 14 19 25 ;#NOME?;100.000000;0
1;0.050000;0.050000;250;250;1 2 3 8 11 17 ;-22.000000;100.000000;0
2;0.050000;0.050000;250;250;17 23 25 ;-12.000000;100.000000;0
3;0.050000;0.050000;250;250;8 12 13 14 17 ;-10.666667;100.000000;0
4;0.050000;0.050000;250;250;2 11 13 14 15 19 ;-11.000000;100.000000;0
5;0.050000;0.050000;250;250;8 12 21 27 ;-9.600000;100.000000;0
6;0.050000;0.050000;250;250;11 15 22 24 27 ;-9.000000;100.000000;0
7;0.050000;0.050000;250;250;7 8 12 27 ;-8.571428;100.000000;0
8;0.050000;0.050000;250;250;3 13 22 23 24 27 28 ;-9.000000;100.000000;0
9;0.050000;0.050000;250;250;8 9 12 17 ;-8.444445;100.000000;0
10;0.050000;0.050000;250;250;1 2 11 18 22 ;-8.200000;100.000000;0
11;0.050000;0.050000;250;250;7 15 16 18 20 28 ;-8.363636;100.000000;0
12;0.050000;0.050000;250;250;14 23 27 ;-7.833333;100.000000;0
13;0.050000;0.050000;250;250;7 8 15 26 ;-6.923077;100.000000;0
14;0.050000;0.050000;250;250;8 9 15 24 26 27 ;-7.000000;100.000000;0
15;0.050000;0.050000;250;250;6 13 27 28 ;-6.933333;100.000000;0
16;0.050000;0.050000;250;250;1 3 7 8 9 24 ;-7.125000;100.000000;0
17;0.050000;0.050000;250;250;4 5 11 23 25 ;-7.176471;100.000000;0
18;0.050000;0.050000;250;250;7 9 20 ;-6.611111;100.000000;0
19;0.050000;0.050000;250;250;1 5 12 14 19 ;-6.578948;100.000000;0
20;0.050000;0.050000;250;250;5 19 23 25 26 28 ;-6.650000;100.000000;0
21;0.050000;0.050000;250;250;1 5 6 12 27 ;-6.809524;100.000000;0
22;0.050000;0.050000;250;250;1 3 28 ;-6.681818;100.000000;0
23;0.050000;0.050000;250;250;8 9 10 12 15 ;-6.565217;100.000000;0
24;0.050000;0.050000;250;250;7 9 13 14 ;-6.541667;100.000000;0
25;0.050000;0.050000;250;250;16 17 18 22 24 ;-6.600000;100.000000;0
26;0.050000;0.050000;250;250;4 7 10 14 15 26 ;-6.653846;100.000000;0
27;0.050000;0.050000;250;250;5 6 8 10 26 ;-6.629630;100.000000;0
28;0.050000;0.050000;250;250;13 15 22 25 ;-6.678571;100.000000;0
29;0.050000;0.050000;250;250;2 20 25 26 28 ;-6.793103;100.000000;0
30;0.050000;0.050000;250;250;4 8 20 27 ;-6.900000;100.000000;0
31;0.050000;0.050000;250;250;22 23 25 28 ;-6.548387;100.000000;0
32;0.050000;0.050000;250;250;2 11 16 20 21 ;-6.531250;100.000000;0
33;0.050000;0.050000;250;250;21 22 23 25 27 28 ;-6.515152;100.000000;0
34;0.050000;0.050000;250;250;1 5 7 8 10 26 ;-6.558824;100.000000;0
35;0.050000;0.050000;250;250;3 18 19 ;-6.428571;100.000000;0
36;0.050000;0.050000;250;250;14 16 21 ;-6.305555;100.000000;0
37;0.050000;0.050000;250;250;8 11 23 26 ;-6.297297;100.000000;0
38;0.050000;0.050000;250;250;1 3 4 5 17 ;-6.236842;100.000000;0
39;0.050000;0.050000;250;250;3 4 5 13 ;-6.230769;100.000000;0
40;0.050000;0.050000;250;250;1 5 8 12 23 26 ;-6.225000;100.000000;0
41;0.050000;0.050000;250;250;4 5 6 14 23 ;-6.219512;100.000000;0
42;0.050000;0.050000;250;250;17 18 19 20 21 ;-5.952381;100.000000;0
43;0.050000;0.050000;250;250;5 6 13 14 18 ;-5.953488;100.000000;0
44;0.050000;0.050000;250;250;10 12 15 26 27 ;-5.954545;100.000000;0
45;0.050000;0.050000;250;250;6 14 15 18 19 ;-6.000000;100.000000;0
46;0.050000;0.050000;250;250;11 14 19 21 22 25 27 ;-6.173913;100.000000;0
47;0.050000;0.050000;250;250;8 13 22 27 ;-6.212766;100.000000;0
48;0.050000;0.050000;250;250;10 17 19 20 26 28 ;-6.250000;100.000000;0
49;0.050000;0.050000;250;250;6 10 18 24 25 ;-6.244898;100.000000;0
50;0.050000;0.050000;250;250;2 11 24 25 26 ;-6.320000;100.000000;0
51;0.050000;0.050000;250;250;3 5 12 14 ;-6.235294;100.000000;0
52;0.050000;0.050000;250;250;2 3 4 22 23 24 ;-6.307693;100.000000;0
53;0.050000;0.050000;250;250;3 8 17 24 ;-6.264151;100.000000;0
54;0.050000;0.050000;250;250;2 5 11 17 ;-6.296296;100.000000;0
55;0.050000;0.050000;250;250;5 10 14 15 ;-6.218182;100.000000;0
56;0.050000;0.050000;250;250;6 16 27 ;-6.214286;100.000000;0
57;0.050000;0.050000;250;250;4 18 19 22 ;-6.210526;100.000000;0
58;0.050000;0.050000;250;250;2 6 8 9 24 26 ;-6.275862;100.000000;0
59;0.050000;0.050000;250;250;7 11 13 17 27 ;-6.372881;100.000000;0
60;0.050000;0.050000;250;250;2 3 5 17 23 ;-6.366667;100.000000;0
61;0.050000;0.050000;250;250;1 6 19 25 28 ;-6.426229;100.000000;0
62;0.050000;0.050000;250;250;3 11 16 27 ;-6.451613;100.000000;0
63;0.050000;0.050000;250;250;12 13 24 ;-6.380952;100.000000;0
