Instancias\Testes\Evolutivo Instancia-Ins1-Pr0.010000-Pm0.010000-Ger10-Pop10-Iter100;;;;;;;;
Iteracao;Probbilidade de mutacao;Probabilidade de crossover;Tamanho da populacao;Maximo Geracoes;Solucao;MBF;Percentagem de Invalidos;Melhor
0;0.010000;0.010000;10;10;12 15 17 19 23 24 25 26 ;#NOME?;100.000000;0
1;0.010000;0.010000;10;10;1 4 9 10 16 20 21 22 26 28 ;-76.000000;100.000000;0
2;0.010000;0.010000;10;10;2 4 7 9 11 15 16 19 25 ;-55.000000;100.000000;0
3;0.010000;0.010000;10;10;3 11 13 15 16 17 21 ;-42.666668;100.000000;0
4;0.010000;0.010000;10;10;2 5 7 8 11 13 17 ;-38.000000;100.000000;0
5;0.010000;0.010000;10;10;3 6 10 12 14 15 20 ;-34.400002;100.000000;0
6;0.010000;0.010000;10;10;18 22 25 26 28 ;-29.666666;100.000000;0
7;0.010000;0.010000;10;10;1 3 5 6 14 15 16 21 24 27 ;-33.142857;100.000000;0
8;0.010000;0.010000;10;10;6 8 9 10 15 17 18 20 23 26 28 ;-35.000000;100.000000;0
9;0.010000;0.010000;10;10;4 7 8 13 14 15 16 20 27 ;-35.333332;100.000000;0
10;0.010000;0.010000;10;10;1 4 5 8 13 19 21 26 ;-35.400002;100.000000;0
11;0.010000;0.010000;10;10;1 4 7 10 12 17 21 22 25 ;-35.818180;100.000000;0
12;0.010000;0.010000;10;10;2 9 11 13 14 16 17 19 20 23 ;-37.333332;100.000000;0
13;0.010000;0.010000;10;10;1 5 6 7 11 14 16 17 22 23 26 27 ;-40.000000;100.000000;0
14;0.010000;0.010000;10;10;3 13 16 17 20 21 23 24 ;-39.142857;100.000000;0
15;0.010000;0.010000;10;10;4 16 17 21 24 25 28 ;-37.866665;100.000000;0
16;0.010000;0.010000;10;10;5 14 15 17 21 22 24 26 27 28 ;-38.375000;100.000000;0
17;0.010000;0.010000;10;10;2 7 14 17 19 21 23 26 28 ;-38.705883;100.000000;0
18;0.010000;0.010000;10;10;3 5 7 11 13 16 23 24 25 26 27 ;-40.000000;100.000000;0
19;0.010000;0.010000;10;10;3 6 7 12 16 17 18 19 20 21 27 ;-40.842106;100.000000;0
20;0.010000;0.010000;10;10;2 11 13 14 28 ;-39.299999;100.000000;0
21;0.010000;0.010000;10;10;1 2 7 8 10 12 13 15 19 24 ;-39.904762;100.000000;0
22;0.010000;0.010000;10;10;6 7 8 11 13 16 23 24 28 ;-40.181820;100.000000;0
23;0.010000;0.010000;10;10;3 7 13 17 20 21 23 25 ;-40.000000;100.000000;0
24;0.010000;0.010000;10;10;4 8 10 11 17 22 23 27 28 ;-40.000000;100.000000;0
25;0.010000;0.010000;10;10;1 3 4 5 6 9 11 12 15 23 27 ;-40.639999;100.000000;0
26;0.010000;0.010000;10;10;3 4 6 8 9 10 14 17 19 ;-40.307693;100.000000;0
27;0.010000;0.010000;10;10;10 13 15 16 26 27 ;-39.407406;100.000000;0
28;0.010000;0.010000;10;10;4 9 10 14 15 20 23 24 ;-39.142857;100.000000;0
29;0.010000;0.010000;10;10;1 5 8 10 12 14 18 21 23 24 26 28 ;-40.344826;100.000000;0
30;0.010000;0.010000;10;10;1 5 6 7 10 15 23 26 27 ;-40.266666;100.000000;0
31;0.010000;0.010000;10;10;2 7 10 13 14 20 22 25 26 28 ;-40.516129;100.000000;0
32;0.010000;0.010000;10;10;3 5 6 9 13 14 17 18 21 ;-40.125000;100.000000;0
33;0.010000;0.010000;10;10;1 9 15 18 20 22 23 24 26 27 ;-40.242424;100.000000;0
34;0.010000;0.010000;10;10;9 10 11 13 14 16 19 26 28 ;-40.294117;100.000000;0
35;0.010000;0.010000;10;10;1 2 3 4 5 8 16 20 25 27 ;-40.628571;100.000000;0
36;0.010000;0.010000;10;10;3 7 12 15 23 25 28 ;-40.222221;100.000000;0
37;0.010000;0.010000;10;10;3 4 5 8 12 13 19 22 24 ;-40.270271;100.000000;0
38;0.010000;0.010000;10;10;1 5 10 12 17 20 26 27 ;-40.000000;100.000000;0
39;0.010000;0.010000;10;10;1 3 7 10 12 13 14 19 20 21 27 ;-40.564102;100.000000;0
40;0.010000;0.010000;10;10;1 3 5 6 15 21 24 ;-40.200001;100.000000;0
41;0.010000;0.010000;10;10;1 2 5 7 9 11 12 15 16 17 18 24 ;-40.926830;100.000000;0
42;0.010000;0.010000;10;10;6 10 11 13 14 16 21 23 24 ;-40.952381;100.000000;0
43;0.010000;0.010000;10;10;2 5 7 10 16 17 20 21 23 26 28 ;-41.348839;100.000000;0
44;0.010000;0.010000;10;10;1 5 7 9 10 15 16 21 22 28 ;-41.590908;100.000000;0
45;0.010000;0.010000;10;10;1 8 10 14 15 18 20 22 26 ;-41.555557;100.000000;0
46;0.010000;0.010000;10;10;1 13 16 18 19 22 26 ;-41.217392;100.000000;0
47;0.010000;0.010000;10;10;2 3 17 18 20 21 24 26 28 ;-40.978722;100.000000;0
48;0.010000;0.010000;10;10;2 3 7 11 14 18 19 20 23 24 ;-41.291668;100.000000;0
49;0.010000;0.010000;10;10;1 5 7 9 12 13 24 27 ;-41.102039;100.000000;0
50;0.010000;0.010000;10;10;3 4 13 15 21 24 27 28 ;-40.880001;100.000000;0
51;0.010000;0.010000;10;10;3 4 13 16 18 19 21 22 ;-40.627453;100.000000;0
52;0.010000;0.010000;10;10;1 4 9 11 12 13 19 24 27 28 ;-40.884617;100.000000;0
53;0.010000;0.010000;10;10;7 10 11 14 16 17 19 20 22 27 ;-40.981133;100.000000;0
54;0.010000;0.010000;10;10;1 4 5 11 13 17 21 22 23 26 28 ;-41.333332;100.000000;0
55;0.010000;0.010000;10;10;3 5 8 9 18 19 21 23 24 28 ;-41.381817;100.000000;0
56;0.010000;0.010000;10;10;4 5 6 7 9 11 17 25 27 ;-41.428570;100.000000;0
