Instancias\Testes\Evolutivo Instancia-Ins2-Pr0.050000-Pm0.050000-Ger50-Pop50-Iter100;;;;;;;;
Iteracao;Probbilidade de mutacao;Probabilidade de crossover;Tamanho da populacao;Maximo Geracoes;Solucao;MBF;Percentagem de Invalidos;Melhor
0;0.050000;0.050000;50;50;3 6 9 14 15 18 19 24 25 27 30 35 40 46 47 49 50 55 57 62 ;#NOME?;100.000000;0
1;0.050000;0.050000;50;50;1 5 8 9 11 23 27 34 35 37 38 39 40 43 46 48 53 57 59 61 ;-684.000000;100.000000;0
2;0.050000;0.050000;50;50;2 9 14 15 16 17 19 29 32 35 36 42 43 46 49 54 58 62 63 ;-500.000000;100.000000;0
3;0.050000;0.050000;50;50;1 3 4 5 6 14 15 16 22 25 30 31 32 37 39 40 41 42 48 58 60 62 63 64 ;-497.333344;100.000000;0
4;0.050000;0.050000;50;50;2 4 8 9 19 28 30 37 38 42 49 50 51 52 55 56 58 59 62 63 ;-459.000000;100.000000;0
5;0.050000;0.050000;50;50;3 19 22 23 32 34 35 39 40 41 43 49 53 55 57 61 ;-409.200012;100.000000;0
6;0.050000;0.050000;50;50;4 5 7 14 16 17 23 29 30 33 41 42 43 49 56 57 59 64 ;-387.000000;100.000000;0
7;0.050000;0.050000;50;50;1 3 7 8 10 11 12 13 17 20 23 43 46 49 50 51 58 60 ;-371.428558;100.000000;0
8;0.050000;0.050000;50;50;1 9 18 20 24 25 26 27 31 36 40 41 47 49 50 52 54 57 59 63 64 ;-371.250000;100.000000;0
9;0.050000;0.050000;50;50;3 7 9 10 12 18 23 24 31 32 34 36 37 38 42 45 46 49 52 53 54 60 ;-376.222229;100.000000;0
10;0.050000;0.050000;50;50;2 6 22 23 27 29 30 31 35 39 43 45 47 51 53 56 57 58 ;-366.399994;100.000000;0
11;0.050000;0.050000;50;50;1 3 4 5 6 15 16 21 22 26 36 45 48 50 57 58 62 ;-355.272736;100.000000;0
12;0.050000;0.050000;50;50;5 6 8 17 18 20 23 25 29 31 34 37 40 41 42 45 54 56 61 63 ;-354.000000;100.000000;0
13;0.050000;0.050000;50;50;1 9 13 14 21 24 27 30 32 36 45 46 47 49 53 62 64 ;-345.230774;100.000000;0
14;0.050000;0.050000;50;50;4 6 16 19 22 24 26 28 32 33 35 36 37 38 40 46 48 57 58 64 ;-344.571442;100.000000;0
15;0.050000;0.050000;50;50;5 6 9 10 11 13 15 16 19 26 27 30 33 34 36 43 44 53 57 60 64 ;-347.066681;100.000000;0
16;0.050000;0.050000;50;50;1 2 7 8 15 17 22 28 30 34 37 38 42 44 45 47 54 59 60 62 64 ;-348.875000;100.000000;0
17;0.050000;0.050000;50;50;6 8 9 10 17 19 21 29 33 36 37 41 42 45 46 48 51 53 59 63 ;-348.352936;100.000000;0
18;0.050000;0.050000;50;50;1 4 5 6 8 14 16 17 23 30 33 35 38 42 43 46 47 53 55 58 61 ;-350.000000;100.000000;0
19;0.050000;0.050000;50;50;4 5 7 8 12 21 23 24 28 39 40 42 44 46 48 49 53 55 61 64 ;-348.842102;100.000000;0
20;0.050000;0.050000;50;50;3 4 5 8 14 16 22 26 29 30 31 36 38 39 46 48 50 51 60 ;-347.100006;100.000000;0
21;0.050000;0.050000;50;50;3 4 7 13 15 16 18 19 21 22 25 26 35 36 37 38 39 51 56 59 ;-346.761902;100.000000;0
22;0.050000;0.050000;50;50;4 9 10 13 14 16 19 20 23 37 42 48 50 52 53 57 59 61 64 ;-345.000000;100.000000;0
23;0.050000;0.050000;50;50;7 12 15 17 19 20 22 23 24 27 28 29 37 42 46 51 56 60 ;-341.913055;100.000000;0
24;0.050000;0.050000;50;50;4 8 12 15 16 24 25 26 28 37 41 43 45 46 48 51 53 56 57 58 59 ;-343.166656;100.000000;0
25;0.050000;0.050000;50;50;11 12 16 17 18 25 28 30 32 35 39 42 46 49 54 55 58 60 62 ;-341.600006;100.000000;0
26;0.050000;0.050000;50;50;2 4 8 10 11 16 18 20 23 24 25 28 31 34 35 49 50 51 57 59 64 ;-342.923065;100.000000;0
27;0.050000;0.050000;50;50;4 10 14 17 19 29 33 34 36 37 38 39 41 42 45 46 48 50 54 57 60 ;-344.000000;100.000000;0
28;0.050000;0.050000;50;50;1 3 6 10 14 15 18 20 22 24 29 31 32 35 39 44 47 48 51 56 59 63 ;-346.500000;100.000000;0
29;0.050000;0.050000;50;50;7 8 10 14 15 18 20 21 23 26 28 37 39 44 45 47 49 59 60 62 ;-346.344818;100.000000;0
30;0.050000;0.050000;50;50;4 5 6 7 10 16 19 20 23 24 26 27 29 42 46 48 50 55 57 64 ;-346.399994;100.000000;0
31;0.050000;0.050000;50;50;6 7 8 15 18 21 22 23 26 36 37 39 43 44 45 49 51 52 53 56 59 63 ;-348.580658;100.000000;0
