Instancias\Testes\Evolutivo Instancia-Ins1-Pr0.010000-Pm0.010000-Ger50-Pop50-Iter100;;;;;;;;
Iteracao;Probbilidade de mutacao;Probabilidade de crossover;Tamanho da populacao;Maximo Geracoes;Solucao;MBF;Percentagem de Invalidos;Melhor
0;0.010000;0.010000;50;50;3 4 12 14 17 19 24 28 ;#NOME?;100.000000;0
1;0.010000;0.010000;50;50;2 10 15 18 19 25 27 ;-58.000000;100.000000;0
2;0.010000;0.010000;50;50;2 4 10 15 21 22 ;-38.000000;100.000000;0
3;0.010000;0.010000;50;50;7 8 16 20 23 25 26 ;-31.333334;100.000000;0
4;0.010000;0.010000;50;50;2 7 11 12 17 18 19 ;-29.500000;100.000000;0
5;0.010000;0.010000;50;50;7 11 20 22 27 28 ;-26.000000;100.000000;0
6;0.010000;0.010000;50;50;5 8 15 17 18 19 21 23 ;-26.000000;100.000000;0
7;0.010000;0.010000;50;50;7 13 18 19 20 21 22 24 27 ;-27.714285;100.000000;0
8;0.010000;0.010000;50;50;2 9 10 15 24 28 ;-26.250000;100.000000;0
9;0.010000;0.010000;50;50;3 6 8 10 13 20 23 27 ;-26.888889;100.000000;0
10;0.010000;0.010000;50;50;7 11 20 23 26 28 ;-25.600000;100.000000;0
11;0.010000;0.010000;50;50;5 6 9 13 20 23 27 ;-25.636364;100.000000;0
12;0.010000;0.010000;50;50;8 10 14 20 25 26 ;-24.333334;100.000000;0
13;0.010000;0.010000;50;50;2 7 8 9 15 26 ;-22.923077;100.000000;0
14;0.010000;0.010000;50;50;2 7 10 11 22 25 28 ;-22.714285;100.000000;0
15;0.010000;0.010000;50;50;3 6 10 16 22 25 26 ;-22.799999;100.000000;0
16;0.010000;0.010000;50;50;7 8 9 10 12 15 20 24 28 ;-23.375000;100.000000;0
17;0.010000;0.010000;50;50;9 15 17 19 20 23 27 28 ;-23.647058;100.000000;0
18;0.010000;0.010000;50;50;1 3 14 16 19 24 27 ;-23.888889;100.000000;0
19;0.010000;0.010000;50;50;2 9 11 16 22 24 26 27 ;-23.789474;100.000000;0
20;0.010000;0.010000;50;50;1 7 17 ;-22.700001;100.000000;0
21;0.010000;0.010000;50;50;5 12 18 25 28 ;-22.190475;100.000000;0
22;0.010000;0.010000;50;50;4 6 7 19 20 27 ;-22.000000;100.000000;0
23;0.010000;0.010000;50;50;1 3 5 8 12 23 24 27 ;-21.739130;100.000000;0
24;0.010000;0.010000;50;50;1 3 11 12 13 19 ;-21.416666;100.000000;0
25;0.010000;0.010000;50;50;1 8 9 12 15 25 26 27 ;-21.600000;100.000000;0
26;0.010000;0.010000;50;50;3 9 12 22 25 26 ;-21.461538;100.000000;0
27;0.010000;0.010000;50;50;1 2 4 5 19 25 ;-21.037037;100.000000;0
28;0.010000;0.010000;50;50;3 4 16 19 24 28 ;-20.857143;100.000000;0
29;0.010000;0.010000;50;50;5 12 13 17 19 22 ;-20.758621;100.000000;0
30;0.010000;0.010000;50;50;3 5 20 24 28 ;-20.466667;100.000000;0
31;0.010000;0.010000;50;50;9 14 21 22 23 25 26 27 28 ;-20.774193;100.000000;0
32;0.010000;0.010000;50;50;3 7 10 15 16 17 26 ;-20.875000;100.000000;0
33;0.010000;0.010000;50;50;3 6 9 12 13 15 28 ;-20.848484;100.000000;0
34;0.010000;0.010000;50;50;1 3 4 10 17 23 27 ;-20.941177;100.000000;0
35;0.010000;0.010000;50;50;1 2 15 17 21 24 ;-20.914286;100.000000;0
36;0.010000;0.010000;50;50;1 11 18 22 23 ;-20.611111;100.000000;0
37;0.010000;0.010000;50;50;1 4 10 19 20 27 ;-20.540541;100.000000;0
38;0.010000;0.010000;50;50;3 5 11 16 18 28 ;-20.473684;100.000000;0
39;0.010000;0.010000;50;50;6 7 16 17 18 19 20 25 ;-20.564102;100.000000;0
40;0.010000;0.010000;50;50;1 2 8 9 21 23 ;-20.500000;100.000000;0
41;0.010000;0.010000;50;50;1 18 19 22 23 24 ;-20.390244;100.000000;0
42;0.010000;0.010000;50;50;2 6 9 15 19 28 ;-20.333334;100.000000;0
43;0.010000;0.010000;50;50;2 5 6 7 14 15 17 18 ;-20.651163;100.000000;0
44;0.010000;0.010000;50;50;2 6 7 13 15 21 25 ;-20.727272;100.000000;0
45;0.010000;0.010000;50;50;1 9 13 15 16 17 20 21 ;-20.844444;100.000000;0
46;0.010000;0.010000;50;50;3 9 18 24 25 27 28 ;-20.739130;100.000000;0
47;0.010000;0.010000;50;50;4 5 13 18 23 27 ;-20.723404;100.000000;0
48;0.010000;0.010000;50;50;1 2 4 11 13 15 21 24 ;-20.833334;100.000000;0
49;0.010000;0.010000;50;50;7 8 10 12 14 15 17 ;-20.734694;100.000000;0
50;0.010000;0.010000;50;50;2 5 6 9 13 14 15 24 27 ;-20.920000;100.000000;0
51;0.010000;0.010000;50;50;1 7 8 11 15 20 27 28 ;-21.019608;100.000000;0
52;0.010000;0.010000;50;50;3 8 9 10 12 13 20 26 27 ;-21.230770;100.000000;0
53;0.010000;0.010000;50;50;8 12 14 15 21 23 27 28 ;-21.207546;100.000000;0
54;0.010000;0.010000;50;50;4 8 10 13 23 25 27 ;-21.259260;100.000000;0
55;0.010000;0.010000;50;50;3 6 10 12 18 21 ;-21.163637;100.000000;0
56;0.010000;0.010000;50;50;2 4 9 17 23 24 25 28 ;-21.321428;100.000000;0
57;0.010000;0.010000;50;50;2 4 6 9 10 15 ;-21.122807;100.000000;0
58;0.010000;0.010000;50;50;1 4 12 16 21 23 27 ;-21.103449;100.000000;0
59;0.010000;0.010000;50;50;3 4 9 13 18 24 27 ;-21.050848;100.000000;0
60;0.010000;0.010000;50;50;1 5 7 20 22 ;-20.866667;100.000000;0
61;0.010000;0.010000;50;50;2 7 12 23 25 27 ;-20.819672;100.000000;0
62;0.010000;0.010000;50;50;3 7 12 19 25 28 ;-20.838709;100.000000;0
63;0.010000;0.010000;50;50;12 13 23 27 28 ;-20.603174;100.000000;0
64;0.010000;0.010000;50;50;8 10 12 15 16 17 19 ;-20.593750;100.000000;0
65;0.010000;0.010000;50;50;5 7 12 17 25 ;-20.461538;100.000000;0
66;0.010000;0.010000;50;50;1 9 16 17 18 20 23 ;-20.424242;100.000000;0
67;0.010000;0.010000;50;50;2 3 7 15 18 22 28 ;-20.477612;100.000000;0
68;0.010000;0.010000;50;50;3 4 5 6 9 13 19 24 ;-20.500000;100.000000;0
69;0.010000;0.010000;50;50;12 18 23 24 25 ;-20.347826;100.000000;0
70;0.010000;0.010000;50;50;1 2 4 11 22 23 24 25 28 ;-20.428572;100.000000;0
71;0.010000;0.010000;50;50;3 13 14 17 19 22 28 ;-20.507042;100.000000;0
72;0.010000;0.010000;50;50;1 2 6 22 23 24 25 27 ;-20.500000;100.000000;0
73;0.010000;0.010000;50;50;2 4 11 22 24 28 ;-20.356165;100.000000;0
74;0.010000;0.010000;50;50;2 3 10 13 24 26 28 ;-20.378378;100.000000;0
75;0.010000;0.010000;50;50;2 4 6 11 16 18 20 22 ;-20.400000;100.000000;0
76;0.010000;0.010000;50;50;1 7 10 14 19 23 ;-20.368422;100.000000;0
77;0.010000;0.010000;50;50;2 7 15 19 20 21 26 ;-20.363636;100.000000;0
78;0.010000;0.010000;50;50;2 6 7 9 10 16 22 26 ;-20.384615;100.000000;0
79;0.010000;0.010000;50;50;5 9 11 15 19 23 ;-20.405064;100.000000;0
80;0.010000;0.010000;50;50;2 3 8 10 25 27 ;-20.400000;100.000000;0
81;0.010000;0.010000;50;50;3 12 14 19 ;-20.222221;100.000000;0
82;0.010000;0.010000;50;50;4 10 12 13 19 23 ;-20.219513;100.000000;0
83;0.010000;0.010000;50;50;11 13 23 28 ;-20.072289;100.000000;0
84;0.010000;0.010000;50;50;1 2 11 15 17 21 24 28 ;-20.214285;100.000000;0
85;0.010000;0.010000;50;50;1 3 7 12 15 16 27 ;-20.235294;100.000000;0
86;0.010000;0.010000;50;50;5 6 7 10 11 12 15 25 ;-20.325581;100.000000;0
87;0.010000;0.010000;50;50;4 11 13 14 19 21 25 27 ;-20.298851;100.000000;0
88;0.010000;0.010000;50;50;5 10 17 22 24 28 ;-20.272728;100.000000;0
89;0.010000;0.010000;50;50;7 8 10 13 18 24 ;-20.247190;100.000000;0
90;0.010000;0.010000;50;50;4 12 14 19 21 24 25 28 ;-20.311111;100.000000;0
