Instancias\Testes\Evolutivo Instancia-Ins2-Pr0.010000-Pm0.010000-Ger50-Pop50-Iter100;;;;;;;;
Iteracao;Probbilidade de mutacao;Probabilidade de crossover;Tamanho da populacao;Maximo Geracoes;Solucao;MBF;Percentagem de Invalidos;Melhor
0;0.010000;0.010000;50;50;1 5 8 11 12 17 21 22 24 25 26 29 30 33 34 43 49 55 ;#NOME?;100.000000;0
1;0.010000;0.010000;50;50;3 5 6 7 8 9 12 14 15 17 23 28 30 35 44 45 46 48 51 57 60 61 64 ;-726.000000;100.000000;0
2;0.010000;0.010000;50;50;3 8 9 10 11 13 16 17 19 23 25 30 32 36 40 49 51 52 53 61 ;-532.000000;100.000000;0
3;0.010000;0.010000;50;50;5 6 7 15 16 20 21 22 23 24 27 29 31 35 43 46 48 54 55 57 60 61 62 ;-505.333344;100.000000;0
4;0.010000;0.010000;50;50;1 4 5 8 13 14 16 18 22 23 42 44 51 52 56 63 64 ;-441.000000;100.000000;0
5;0.010000;0.010000;50;50;1 2 3 4 5 16 21 23 31 37 43 46 51 57 59 ;-390.000000;100.000000;0
6;0.010000;0.010000;50;50;4 7 9 11 15 23 25 27 29 35 42 44 49 52 58 61 62 63 ;-371.333344;100.000000;0
7;0.010000;0.010000;50;50;1 2 6 13 16 17 38 40 42 43 44 46 48 53 54 57 63 ;-352.857147;100.000000;0
8;0.010000;0.010000;50;50;5 6 13 20 21 23 26 27 29 34 36 37 40 44 45 46 48 49 52 58 63 64 ;-361.250000;100.000000;0
9;0.010000;0.010000;50;50;6 7 10 15 18 19 20 25 27 29 30 31 36 38 44 46 48 51 55 56 59 62 ;-367.555542;100.000000;0
10;0.010000;0.010000;50;50;1 3 9 11 13 15 17 18 21 24 25 27 28 29 33 46 47 48 50 55 61 62 ;-371.799988;100.000000;0
11;0.010000;0.010000;50;50;3 11 12 14 15 16 21 28 38 41 49 50 52 53 54 55 59 63 ;-362.727264;100.000000;0
12;0.010000;0.010000;50;50;5 13 14 15 16 22 24 31 32 33 37 38 39 45 46 48 50 51 59 60 61 63 ;-366.500000;100.000000;0
13;0.010000;0.010000;50;50;6 7 9 12 13 15 16 17 18 24 26 35 37 39 40 44 48 55 59 64 ;-364.923065;100.000000;0
14;0.010000;0.010000;50;50;10 11 14 15 17 19 20 23 24 29 32 33 42 53 57 58 59 62 ;-358.857147;100.000000;0
15;0.010000;0.010000;50;50;4 6 10 12 13 16 23 28 32 45 46 47 49 52 54 55 58 62 ;-353.600006;100.000000;0
16;0.010000;0.010000;50;50;2 6 10 12 14 19 20 25 26 28 37 38 40 42 47 48 52 62 63 64 ;-352.500000;100.000000;0
17;0.010000;0.010000;50;50;3 6 7 9 10 18 21 23 25 28 29 32 41 43 45 48 49 56 ;-348.470581;100.000000;0
18;0.010000;0.010000;50;50;3 5 11 16 25 26 28 29 33 35 37 39 41 43 44 48 50 54 56 58 59 64 ;-352.111115;100.000000;0
