Instancias\Testes\Hibrido Instancia-Ins1-Pr0.250000-Pm0.250000-Ger50-Pop50-Iter10;;;;;;;;
Iteracao;Probbilidade de mutacao;Probabilidade de crossover;Tamanho da populacao;Maximo Geracoes;Solucao;MBF;Percentagem de Invalidos;Melhor
0;0.250000;0.250000;50;50;9 10 13 15 16 26 ;#NOME?;100.000000;0
1;0.250000;0.250000;50;50;2 3 7 13 22 ;-22.000000;100.000000;0
2;0.250000;0.250000;50;50;1 5 12 17 21 23 ;-14.000000;100.000000;0
3;0.250000;0.250000;50;50;1 6 10 11 15 17 ;-16.000000;100.000000;0
4;0.250000;0.250000;50;50;11 15 16 18 22 24 28 ;-17.000000;100.000000;0
5;0.250000;0.250000;50;50;2 7 12 13 16 17 22 ;-18.000000;100.000000;0
6;0.250000;0.250000;50;50;4 11 12 14 28 ;-16.666666;100.000000;0
7;0.250000;0.250000;50;50;9 17 24 25 27 ;-16.000000;100.000000;0
8;0.250000;0.250000;50;50;3 7 8 9 13 18 19 ;-16.500000;100.000000;0
9;0.250000;0.250000;50;50;1 10 15 21 22 26 ;-16.666666;100.000000;0
2;0.250000;0.250000;50;50;1 5 12 17 21 23 ;-15.000000;100.000000;0
