Instancias\Testes\Evolutivo Instancia-Ins2-Pr0.050000-Pm0.050000-Ger250-Pop250-Iter100;;;;;;;;
Iteracao;Probbilidade de mutacao;Probabilidade de crossover;Tamanho da populacao;Maximo Geracoes;Solucao;MBF;Percentagem de Invalidos;Melhor
0;0.050000;0.050000;250;250;1 2 5 7 9 20 27 31 32 33 34 40 47 48 55 58 60 63 ;#NOME?;100.000000;0
1;0.050000;0.050000;250;250;4 7 9 10 17 19 20 29 36 39 41 42 49 50 55 58 59 61 ;-552.000000;100.000000;0
2;0.050000;0.050000;250;250;1 3 9 10 16 17 22 26 31 32 33 34 35 40 45 54 55 64 ;-416.000000;100.000000;0
3;0.050000;0.050000;250;250;2 4 5 8 11 12 23 26 28 29 34 36 38 39 41 44 64 ;-360.000000;100.000000;0
4;0.050000;0.050000;250;250;3 4 6 8 13 15 21 30 36 40 45 51 56 57 59 60 63 64 ;-338.500000;100.000000;0
5;0.050000;0.050000;250;250;1 2 4 8 20 23 24 30 32 38 42 45 47 50 54 58 ;-313.200012;100.000000;0
6;0.050000;0.050000;250;250;4 14 15 17 18 29 33 34 37 43 48 50 53 54 55 56 62 63 ;-307.666656;100.000000;0
7;0.050000;0.050000;250;250;1 3 6 8 9 16 18 27 30 33 36 41 44 45 53 62 63 ;-299.714294;100.000000;0
8;0.050000;0.050000;250;250;3 5 7 13 26 27 29 37 38 39 40 41 42 43 45 49 55 59 ;-296.000000;100.000000;0
9;0.050000;0.050000;250;250;2 3 4 7 10 12 20 25 32 39 46 48 49 50 51 56 64 ;-290.222229;100.000000;0
10;0.050000;0.050000;250;250;1 5 8 11 12 16 19 21 23 41 43 47 48 51 52 60 63 64 ;-288.000000;100.000000;0
11;0.050000;0.050000;250;250;3 8 11 13 15 17 18 26 30 32 43 48 50 53 55 58 ;-281.454559;100.000000;0
12;0.050000;0.050000;250;250;4 7 13 17 24 26 33 34 37 38 39 40 45 46 48 52 55 56 62 ;-283.166656;100.000000;0
13;0.050000;0.050000;250;250;1 2 13 14 20 24 29 30 36 38 43 49 52 60 61 64 ;-278.153839;100.000000;0
14;0.050000;0.050000;250;250;2 11 15 18 24 26 31 32 34 39 41 45 56 60 64 ;-271.571442;100.000000;0
15;0.050000;0.050000;250;250;1 3 7 9 10 11 26 33 43 45 46 47 50 55 59 61 63 64 ;-271.333344;100.000000;0
16;0.050000;0.050000;250;250;8 11 13 15 17 18 19 20 27 29 32 36 38 41 42 44 61 64 ;-271.750000;100.000000;0
17;0.050000;0.050000;250;250;3 4 5 10 17 18 22 23 29 30 33 35 37 44 46 47 53 ;-270.588226;100.000000;0
