Instancias\Testes\Evolutivo Instancia-Ins1-Pr0.250000-Pm0.250000-Ger10-Pop10-Iter100;;;;;;;;
Iteracao;Probbilidade de mutacao;Probabilidade de crossover;Tamanho da populacao;Maximo Geracoes;Solucao;MBF;Percentagem de Invalidos;Melhor
0;0.250000;0.250000;10;10;6 12 15 17 18 19 23 24 25 26 ;#NOME?;100.000000;0
1;0.250000;0.250000;10;10;2 5 8 9 10 12 16 19 28 ;-94.000000;100.000000;0
2;0.250000;0.250000;10;10;3 8 9 10 12 13 19 24 27 ;-66.000000;100.000000;0
3;0.250000;0.250000;10;10;1 2 6 14 16 18 23 27 ;-55.333332;100.000000;0
4;0.250000;0.250000;10;10;2 11 13 15 16 19 20 28 ;-48.500000;100.000000;0
5;0.250000;0.250000;10;10;5 12 13 15 19 27 ;-41.599998;100.000000;0
6;0.250000;0.250000;10;10;3 6 22 26 ;-36.000000;100.000000;0
7;0.250000;0.250000;10;10;1 17 18 20 24 25 ;-33.428570;100.000000;0
8;0.250000;0.250000;10;10;4 5 8 11 14 15 16 22 23 ;-34.000000;100.000000;0
9;0.250000;0.250000;10;10;1 2 6 13 18 22 24 26 ;-32.888889;100.000000;0
10;0.250000;0.250000;10;10;3 7 8 12 13 15 19 20 28 ;-33.599998;100.000000;0
11;0.250000;0.250000;10;10;3 9 10 12 23 24 ;-31.818182;100.000000;0
12;0.250000;0.250000;10;10;2 8 9 13 15 21 23 ;-31.000000;100.000000;0
13;0.250000;0.250000;10;10;1 3 19 20 21 28 ;-29.846153;100.000000;0
14;0.250000;0.250000;10;10;4 14 17 18 19 21 22 24 27 28 ;-30.714285;100.000000;0
15;0.250000;0.250000;10;10;15 21 24 25 26 27 ;-29.333334;100.000000;0
16;0.250000;0.250000;10;10;1 3 7 8 9 13 15 19 23 24 26 ;-31.000000;100.000000;0
17;0.250000;0.250000;10;10;3 7 9 11 14 21 ;-30.235294;100.000000;0
18;0.250000;0.250000;10;10;4 5 6 7 18 19 20 21 24 25 ;-31.111111;100.000000;0
19;0.250000;0.250000;10;10;4 8 10 14 17 23 25 28 ;-30.947369;100.000000;0
