Instancias\Testes\Evolutivo Instancia-Ins1-Pr0.250000-Pm0.250000-Ger250-Pop250-Iter100;;;;;;;;
Iteracao;Probbilidade de mutacao;Probabilidade de crossover;Tamanho da populacao;Maximo Geracoes;Solucao;MBF;Percentagem de Invalidos;Melhor
0;0.250000;0.250000;250;250;17 20 21 22 28 ;#NOME?;100.000000;0
1;0.250000;0.250000;250;250;4 10 14 ;-3.000000;100.000000;0
2;0.250000;0.250000;250;250;1 8 11 13 15 ;-5.500000;100.000000;0
3;0.250000;0.250000;250;250;2 4 11 13 ;-4.333333;100.000000;0
4;0.250000;0.250000;250;250;6 13 16 18 20 ;-5.250000;100.000000;0
5;0.250000;0.250000;250;250;12 14 15 23 27 ;-5.000000;100.000000;0
6;0.250000;0.250000;250;250;6 16 19 28 ;-4.833333;100.000000;0
7;0.250000;0.250000;250;250;3 4 5 8 23 ;-5.000000;100.000000;0
8;0.250000;0.250000;250;250;1 5 8 23 26 ;-4.875000;100.000000;0
9;0.250000;0.250000;250;250;7 11 14 15 ;-4.555555;100.000000;0
10;0.250000;0.250000;250;250;4 5 10 12 ;-4.500000;100.000000;0
11;0.250000;0.250000;250;250;9 15 17 ;-4.454545;100.000000;0
12;0.250000;0.250000;250;250;3 13 22 24 27 ;-4.583333;100.000000;0
13;0.250000;0.250000;250;250;9 12 13 18 ;-4.538462;100.000000;0
14;0.250000;0.250000;250;250;5 6 ;-4.071429;100.000000;0
15;0.250000;0.250000;250;250;5 19 23 25 28 ;-4.066667;100.000000;0
16;0.250000;0.250000;250;250;6 15 18 19 ;-4.187500;100.000000;0
17;0.250000;0.250000;250;250;11 13 22 27 ;-4.058824;100.000000;0
18;0.250000;0.250000;250;250;3 4 19 ;-4.055555;100.000000;0
19;0.250000;0.250000;250;250;1 5 7 8 26 ;-4.157895;100.000000;0
20;0.250000;0.250000;250;250;5 8 10 15 19 ;-4.250000;100.000000;0
21;0.250000;0.250000;250;250;12 13 14 21 27 28 ;-4.333333;100.000000;0
22;0.250000;0.250000;250;250;6 11 13 14 15 21 ;-4.409091;100.000000;0
23;0.250000;0.250000;250;250;12 15 21 26 27 ;-4.391304;100.000000;0
24;0.250000;0.250000;250;250;6 10 19 20 ;-4.291667;100.000000;0
25;0.250000;0.250000;250;250;3 7 12 13 ;-4.360000;100.000000;0
26;0.250000;0.250000;250;250;2 7 16 18 ;-4.269231;100.000000;0
27;0.250000;0.250000;250;250;13 20 27 ;-4.259259;100.000000;0
28;0.250000;0.250000;250;250;20 22 25 26 27 28 ;-4.321429;100.000000;0
29;0.250000;0.250000;250;250;17 20 23 26 28 ;-4.310345;100.000000;0
30;0.250000;0.250000;250;250;7 8 9 10 20 ;-4.000000;100.000000;0
31;0.250000;0.250000;250;250;10 11 25 ;-4.000000;100.000000;0
32;0.250000;0.250000;250;250;11 17 19 20 21 ;-4.062500;100.000000;0
33;0.250000;0.250000;250;250;1 3 8 20 ;-4.060606;100.000000;0
34;0.250000;0.250000;250;250;9 18 25 28 ;-4.117647;100.000000;0
35;0.250000;0.250000;250;250;3 9 12 18 ;-4.114286;100.000000;0
36;0.250000;0.250000;250;250;2 4 24 27 ;-4.166667;100.000000;0
37;0.250000;0.250000;250;250;2 6 13 18 22 ;-4.216216;100.000000;0
38;0.250000;0.250000;250;250;1 4 7 8 15 ;-4.263158;100.000000;0
