Instancias\Testes\Evolutivo Instancia-Ins1-Pr0.250000-Pm0.250000-Ger50-Pop50-Iter100;;;;;;;;
Iteracao;Probbilidade de mutacao;Probabilidade de crossover;Tamanho da populacao;Maximo Geracoes;Solucao;MBF;Percentagem de Invalidos;Melhor
0;0.250000;0.250000;50;50;4 5 11 14 23 25 28 ;#NOME?;100.000000;0
1;0.250000;0.250000;50;50;2 3 4 5 13 18 22 ;-38.000000;100.000000;0
2;0.250000;0.250000;50;50;3 5 8 20 23 26 28 ;-27.000000;100.000000;0
3;0.250000;0.250000;50;50;6 7 11 16 19 26 ;-24.000000;100.000000;0
4;0.250000;0.250000;50;50;4 20 22 25 27 ;-20.500000;100.000000;0
5;0.250000;0.250000;50;50;3 6 10 12 15 21 ;-19.600000;100.000000;0
6;0.250000;0.250000;50;50;7 10 16 17 19 20 22 ;-19.000000;100.000000;0
7;0.250000;0.250000;50;50;2 9 10 11 15 22 24 ;-19.142857;100.000000;0
8;0.250000;0.250000;50;50;14 16 19 20 21 22 25 ;-19.000000;100.000000;0
9;0.250000;0.250000;50;50;1 6 11 13 19 27 ;-18.888889;100.000000;0
10;0.250000;0.250000;50;50;4 14 15 19 22 25 26 ;-18.799999;100.000000;0
11;0.250000;0.250000;50;50;1 4 5 7 11 12 14 ;-18.181818;100.000000;0
12;0.250000;0.250000;50;50;6 9 13 16 24 25 ;-17.833334;100.000000;0
13;0.250000;0.250000;50;50;6 12 17 18 25 ;-17.384615;100.000000;0
14;0.250000;0.250000;50;50;2 7 16 17 18 ;-16.571428;100.000000;0
15;0.250000;0.250000;50;50;7 8 10 11 12 23 ;-16.400000;100.000000;0
16;0.250000;0.250000;50;50;3 7 11 16 22 27 28 ;-16.625000;100.000000;0
17;0.250000;0.250000;50;50;2 7 11 12 22 25 26 27 ;-17.058823;100.000000;0
18;0.250000;0.250000;50;50;2 7 10 11 16 20 ;-16.666666;100.000000;0
19;0.250000;0.250000;50;50;1 5 6 11 17 ;-16.315790;100.000000;0
